parcel_id,district,land_type,area_ha,num_title_holders,circle_rate_lakh,market_rate_lakh,rate_deviation_pct,active_court_stays,deed_mismatch,gram_sabha_pending,is_forest,rr_required,infra_proximity_km,delay_months,risk_score,risk_level
PCL-MP-1214,Sehore,Agricultural,74.18,3,56.09,69.31,23.6,1,0,0,0,0,14.4,10.6,33,Low
PCL-MP-1215,Bhopal,Agricultural,71.95,3,94.17,185.86,97.4,1,1,0,0,1,5.7,25.9,81,High
PCL-MP-1216,Dewas,Agricultural,32.04,3,68.42,106.49,55.6,1,1,0,0,1,31.4,18.6,58,Medium
PCL-MP-1217,Sehore,Agricultural,24.91,3,51.74,82.99,60.4,1,1,0,0,1,36.8,17.3,54,Medium
PCL-MP-1218,Sehore,Private Commercial,42.32,4,60.33,130.79,116.8,2,1,0,0,0,13.5,29.8,93,High
PCL-MP-1219,Indore,Forest/Eco-sensitive,48.3,4,71.73,79.92,11.4,1,0,1,1,0,2.4,21.4,67,High
PCL-MP-1220,Jabalpur,Agricultural,18.97,7,33.71,72.6,115.4,0,0,0,0,0,20.5,13.1,41,Medium
PCL-MP-1221,Raisen,Tribal Schedule V,10.42,6,42.84,86.52,102.0,1,0,1,0,1,35.4,31.0,97,High
PCL-MP-1222,Ujjain,Agricultural,5.52,6,70.24,127.52,81.5,1,0,0,0,0,26.0,21.8,68,High
PCL-MP-1223,Jabalpur,Tribal Schedule V,11.96,9,103.1,246.32,138.9,0,1,0,0,1,32.2,24.3,76,High
PCL-MP-1224,Ujjain,Agricultural,71.78,7,66.6,119.03,78.7,1,0,0,0,1,39.7,22.7,71,High
PCL-MP-1225,Dewas,Forest/Eco-sensitive,74.63,4,105.77,150.68,42.5,1,0,0,1,1,30.1,22.7,71,High
PCL-MP-1226,Dewas,Tribal Schedule V,67.73,9,43.52,68.46,57.3,1,0,1,0,1,25.7,28.2,88,High
PCL-MP-1227,Jabalpur,Forest/Eco-sensitive,4.38,4,26.38,60.61,129.8,1,0,1,1,0,44.8,27.8,87,High
PCL-MP-1228,Indore,Tribal Schedule V,26.01,7,32.93,48.49,47.3,1,0,1,0,1,32.8,27.2,85,High
PCL-MP-1229,Bhopal,Forest/Eco-sensitive,0.59,4,31.62,57.26,81.1,1,1,1,1,0,5.9,31.0,97,High
PCL-MP-1230,Ujjain,Agricultural,11.67,2,44.46,48.0,8.0,0,1,0,0,0,16.9,5.4,17,Low
PCL-MP-1231,Ujjain,Forest/Eco-sensitive,11.75,2,30.81,54.43,76.7,0,1,1,1,0,10.0,21.1,66,High
PCL-MP-1232,Jabalpur,Agricultural,35.29,8,98.1,105.53,7.6,1,0,0,0,1,43.4,17.9,56,Medium
PCL-MP-1233,Dewas,Private Commercial,21.47,3,91.21,177.97,95.1,0,0,0,0,1,23.5,13.8,43,Medium
PCL-MP-1234,Sehore,Agricultural,33.6,1,91.62,192.49,110.1,1,0,0,0,1,3.7,17.9,56,Medium
PCL-MP-1235,Dewas,Government Wasteland,11.65,4,56.06,108.77,94.0,0,0,0,0,0,34.8,10.9,34,Low
PCL-MP-1236,Bhopal,Private Commercial,1.67,2,28.39,29.46,3.8,0,0,0,0,0,28.5,0.0,0,Low
PCL-MP-1237,Jabalpur,Agricultural,54.63,3,48.58,67.98,39.9,0,0,0,0,0,24.4,4.5,14,Low
PCL-MP-1238,Raisen,Private Commercial,64.99,1,51.36,81.37,58.4,0,0,0,0,1,41.6,9.0,28,Low
PCL-MP-1239,Bhopal,Agricultural,63.17,3,35.15,69.47,97.6,0,1,0,0,0,23.8,16.0,50,Medium
PCL-MP-1240,Ujjain,Tribal Schedule V,22.41,8,35.79,74.54,108.3,1,0,1,0,0,12.6,30.1,94,High
PCL-MP-1241,Sehore,Private Commercial,42.42,3,29.71,65.25,119.6,2,0,0,0,0,30.5,24.6,77,High
PCL-MP-1242,Bhopal,Agricultural,43.5,1,97.99,94.84,-3.2,1,0,0,0,1,43.2,12.5,39,Medium
PCL-MP-1243,Jabalpur,Forest/Eco-sensitive,35.94,3,46.1,105.02,127.8,1,0,1,1,1,2.8,30.4,95,High
PCL-MP-1244,Indore,Tribal Schedule V,83.43,9,30.86,50.13,62.4,1,0,1,0,1,9.4,28.5,89,High
PCL-MP-1245,Sehore,Agricultural,31.62,8,109.81,227.86,107.5,0,0,0,0,0,7.2,15.0,47,Medium
PCL-MP-1246,Raisen,Agricultural,46.26,1,105.83,100.76,-4.8,0,0,0,0,0,5.1,0.0,0,Low
PCL-MP-1247,Raisen,Government Wasteland,82.68,2,85.49,92.75,8.5,0,0,0,0,1,31.7,4.2,13,Low
PCL-MP-1248,Dewas,Private Commercial,63.7,1,67.96,127.35,87.4,1,1,0,0,1,6.3,22.1,69,High
PCL-MP-1249,Ujjain,Agricultural,70.8,6,52.03,69.95,34.4,2,0,0,0,1,7.4,27.5,86,High
PCL-MP-1250,Indore,Agricultural,27.04,2,70.55,165.7,134.9,1,0,0,0,1,7.5,18.2,57,Medium
PCL-MP-1251,Jabalpur,Private Commercial,18.67,3,37.61,74.51,98.1,0,0,0,0,1,13.8,10.9,34,Low
PCL-MP-1252,Ujjain,Government Wasteland,3.13,4,97.64,171.47,75.6,2,0,0,0,0,35.8,22.4,70,High
PCL-MP-1253,Ujjain,Government Wasteland,11.55,4,56.64,105.57,86.4,0,0,0,0,0,12.0,11.2,35,Low
PCL-MP-1254,Ujjain,Agricultural,84.76,4,101.71,162.02,59.3,1,0,0,0,1,2.4,17.3,54,Medium
PCL-MP-1255,Sehore,Agricultural,61.71,8,27.51,53.39,94.1,2,1,0,0,1,39.8,32.0,100,High
PCL-MP-1256,Bhopal,Private Commercial,52.63,3,67.41,150.33,123.0,2,0,0,0,1,29.1,27.5,86,High
PCL-MP-1257,Ujjain,Private Commercial,2.15,4,91.46,134.51,47.1,0,0,0,0,0,41.1,7.0,22,Low
PCL-MP-1258,Sehore,Agricultural,23.35,1,52.1,66.04,26.8,0,0,0,0,1,44.6,3.2,10,Low
PCL-MP-1259,Indore,Government Wasteland,8.96,2,47.65,101.67,113.4,0,0,0,0,0,44.8,8.3,26,Low
PCL-MP-1260,Indore,Private Commercial,83.54,4,55.16,119.52,116.7,0,1,0,0,1,36.4,18.2,57,Medium
PCL-MP-1261,Bhopal,Forest/Eco-sensitive,30.22,2,72.86,89.1,22.3,0,0,1,1,1,22.3,13.4,42,Medium
PCL-MP-1262,Bhopal,Agricultural,51.34,1,69.75,66.33,-4.9,0,0,0,0,1,32.4,5.4,17,Low
PCL-MP-1263,Dewas,Agricultural,12.98,3,90.82,197.75,117.7,0,0,0,0,0,17.1,8.6,27,Low
PCL-MP-1264,Jabalpur,Agricultural,9.04,5,52.42,123.97,136.5,0,0,0,0,0,28.9,11.2,35,Low
PCL-MP-1265,Jabalpur,Government Wasteland,59.11,3,43.98,79.34,80.4,1,0,0,0,1,32.9,20.2,63,Medium
PCL-MP-1266,Jabalpur,Government Wasteland,33.59,1,40.48,57.13,41.1,0,0,0,0,1,5.1,6.4,20,Low
PCL-MP-1267,Bhopal,Agricultural,83.51,3,79.08,185.56,134.6,0,0,0,0,0,15.4,9.9,31,Low
PCL-MP-1268,Bhopal,Agricultural,21.59,2,54.79,114.58,109.1,0,1,0,0,1,19.2,17.6,55,Medium
PCL-MP-1269,Raisen,Agricultural,32.22,8,92.04,164.58,78.8,0,0,0,0,1,36.1,16.6,52,Medium
PCL-MP-1270,Bhopal,Agricultural,27.43,2,31.31,37.47,19.7,0,0,0,0,1,40.5,5.8,18,Low
PCL-MP-1271,Sehore,Tribal Schedule V,60.03,9,105.11,125.0,18.9,0,1,1,0,1,9.0,23.7,74,High
PCL-MP-1272,Jabalpur,Private Commercial,78.71,3,81.15,112.09,38.1,1,0,0,0,1,2.9,15.4,48,Medium
PCL-MP-1273,Ujjain,Forest/Eco-sensitive,51.22,2,33.24,41.55,25.0,0,0,1,1,1,35.4,16.3,51,Medium
PCL-MP-1274,Raisen,Private Commercial,56.36,1,79.56,120.29,51.2,1,1,0,0,1,20.1,19.2,60,Medium
PCL-MP-1275,Sehore,Agricultural,64.06,2,32.29,46.77,44.8,0,0,0,0,1,25.1,11.2,35,Low
PCL-MP-1276,Ujjain,Agricultural,44.66,8,73.68,95.17,29.2,1,0,0,0,1,25.9,18.6,58,Medium
PCL-MP-1277,Sehore,Agricultural,80.71,8,39.69,94.36,137.7,0,0,0,0,1,19.3,18.6,58,Medium
PCL-MP-1278,Jabalpur,Agricultural,84.77,3,95.9,126.97,32.4,0,0,0,0,1,17.8,6.7,21,Low
PCL-MP-1279,Dewas,Private Commercial,78.0,1,91.86,170.26,85.3,0,0,0,0,1,7.1,11.5,36,Low
PCL-MP-1280,Sehore,Private Commercial,82.03,1,103.62,182.98,76.6,1,0,0,0,1,18.8,13.8,43,Medium
PCL-MP-1281,Sehore,Private Commercial,15.05,4,37.23,68.23,83.3,0,1,0,0,0,15.3,17.0,53,Medium
PCL-MP-1282,Indore,Agricultural,40.66,5,101.25,99.16,-2.1,0,0,0,0,1,22.4,7.4,23,Low
PCL-MP-1283,Ujjain,Agricultural,25.89,8,90.79,128.49,41.5,0,0,0,0,1,20.2,15.0,47,Medium
PCL-MP-1284,Ujjain,Agricultural,41.44,6,94.79,160.87,69.7,1,0,0,0,1,38.4,20.5,64,Medium
PCL-MP-1285,Indore,Tribal Schedule V,17.46,3,46.21,74.48,61.2,0,0,1,0,0,23.0,12.2,38,Medium
PCL-MP-1286,Jabalpur,Government Wasteland,58.06,2,56.66,102.63,81.1,1,0,0,0,1,7.8,20.8,65,High
PCL-MP-1287,Jabalpur,Agricultural,2.82,1,38.85,69.14,78.0,0,0,0,0,0,29.3,3.2,10,Low
PCL-MP-1288,Jabalpur,Agricultural,55.56,1,98.49,231.68,135.2,0,0,0,0,1,8.2,11.2,35,Low
PCL-MP-1289,Sehore,Tribal Schedule V,26.31,14,79.63,124.58,56.4,1,0,1,0,1,37.2,32.0,100,High
PCL-MP-1290,Raisen,Private Commercial,1.12,3,72.72,131.69,81.1,1,0,0,0,0,15.5,16.6,52,Medium
PCL-MP-1291,Dewas,Agricultural,60.59,5,41.01,69.72,70.0,2,0,0,0,0,18.5,24.0,75,High
PCL-MP-1292,Dewas,Forest/Eco-sensitive,61.45,4,109.78,145.59,32.6,0,0,1,1,0,26.0,16.0,50,Medium
PCL-MP-1293,Indore,Forest/Eco-sensitive,54.44,4,102.05,196.37,92.4,1,0,0,1,1,4.8,26.9,84,High
PCL-MP-1294,Indore,Forest/Eco-sensitive,61.78,2,105.49,237.82,125.4,0,0,1,1,0,19.2,19.2,60,Medium
PCL-MP-1295,Sehore,Agricultural,72.43,8,29.56,55.27,87.0,1,0,0,0,1,5.8,25.0,78,High
PCL-MP-1296,Jabalpur,Agricultural,25.71,1,99.02,115.72,16.9,0,0,0,0,0,40.2,0.6,2,Low
PCL-MP-1297,Ujjain,Forest/Eco-sensitive,66.32,4,53.27,126.82,138.1,2,0,1,1,0,26.1,32.0,100,High
PCL-MP-1298,Indore,Private Commercial,65.02,1,36.0,56.84,57.9,1,0,0,0,1,24.3,14.4,45,Medium
PCL-MP-1299,Dewas,Forest/Eco-sensitive,45.37,1,82.52,153.38,85.9,1,0,1,1,1,26.7,24.3,76,High
PCL-MP-1300,Indore,Agricultural,4.36,5,63.75,108.66,70.4,1,0,0,0,0,6.5,17.6,55,Medium
PCL-MP-1301,Ujjain,Agricultural,80.61,7,26.63,33.96,27.5,0,0,0,0,1,23.0,12.2,38,Medium
PCL-MP-1302,Bhopal,Agricultural,55.47,1,56.89,106.87,87.9,0,0,0,0,1,2.6,12.8,40,Medium
PCL-MP-1303,Bhopal,Forest/Eco-sensitive,35.72,4,35.51,46.75,31.7,0,0,0,1,1,19.2,14.1,44,Medium
PCL-MP-1304,Bhopal,Forest/Eco-sensitive,23.31,2,60.6,136.53,125.3,0,0,1,1,0,22.6,16.6,52,Medium
PCL-MP-1305,Ujjain,Private Commercial,17.54,4,50.1,50.46,0.7,0,0,0,0,0,15.2,1.9,6,Low
PCL-MP-1306,Bhopal,Agricultural,8.02,2,95.99,184.31,92.0,2,0,0,0,0,32.7,23.7,74,High
PCL-MP-1307,Indore,Private Commercial,83.08,3,64.46,70.57,9.5,2,0,0,0,0,14.4,17.0,53,Medium
PCL-MP-1308,Jabalpur,Agricultural,72.43,1,25.82,29.71,15.1,0,0,0,0,0,43.0,0.0,0,Low
PCL-MP-1309,Dewas,Tribal Schedule V,15.95,9,59.02,95.14,61.2,0,0,1,0,1,39.9,24.3,76,High
PCL-MP-1310,Indore,Agricultural,59.33,1,108.43,235.76,117.4,1,0,0,0,1,20.0,16.3,51,Medium
PCL-MP-1311,Sehore,Agricultural,58.34,3,66.06,109.51,65.8,0,0,0,0,1,29.6,8.6,27,Low
PCL-MP-1312,Bhopal,Forest/Eco-sensitive,57.78,2,108.12,207.73,92.1,1,0,1,1,1,11.6,27.5,86,High
PCL-MP-1313,Raisen,Agricultural,70.33,1,25.99,59.9,130.5,0,0,0,0,1,7.9,12.5,39,Medium
PCL-MP-1314,Ujjain,Private Commercial,20.86,3,29.28,37.27,27.3,0,0,0,0,1,20.9,8.0,25,Low
PCL-MP-1315,Ujjain,Private Commercial,27.21,4,88.35,86.21,-2.4,0,1,0,0,1,37.3,9.9,31,Low
PCL-MP-1316,Ujjain,Private Commercial,52.81,3,100.66,177.7,76.5,0,0,0,0,1,37.2,10.9,34,Low
PCL-MP-1317,Dewas,Private Commercial,52.87,4,85.92,126.88,47.7,0,1,0,0,1,0.6,13.4,42,Medium
PCL-MP-1318,Dewas,Tribal Schedule V,81.99,7,71.55,106.76,49.2,1,0,0,0,0,18.7,18.2,57,Medium
PCL-MP-1319,Bhopal,Government Wasteland,33.7,4,95.09,116.61,22.6,1,1,0,0,1,30.4,21.4,67,High
PCL-MP-1320,Bhopal,Forest/Eco-sensitive,38.57,2,106.93,102.26,-4.4,0,0,1,1,1,41.6,14.4,45,Medium
PCL-MP-1321,Jabalpur,Private Commercial,62.23,2,33.8,64.34,90.4,0,0,0,0,0,19.1,6.1,19,Low
PCL-MP-1322,Sehore,Tribal Schedule V,64.92,7,58.82,85.12,44.7,1,1,1,0,0,23.3,29.8,93,High
PCL-MP-1323,Dewas,Forest/Eco-sensitive,79.55,2,42.08,78.06,85.5,1,0,0,1,1,43.1,21.4,67,High
PCL-MP-1324,Sehore,Private Commercial,54.32,1,89.67,158.3,76.5,0,0,0,0,0,30.5,5.8,18,Low
PCL-MP-1325,Ujjain,Agricultural,1.58,2,27.15,31.51,16.1,0,1,0,0,0,33.9,4.8,15,Low
PCL-MP-1326,Indore,Government Wasteland,58.25,2,96.35,188.01,95.1,1,1,0,0,0,5.1,22.1,69,High
PCL-MP-1327,Ujjain,Agricultural,55.18,7,45.2,94.34,108.7,0,0,0,0,1,41.7,16.0,50,Medium
PCL-MP-1328,Raisen,Agricultural,67.1,6,107.1,110.1,2.8,0,0,0,0,0,38.8,4.8,15,Low
PCL-MP-1329,Jabalpur,Forest/Eco-sensitive,55.22,2,90.97,213.62,134.8,2,0,1,1,1,23.4,32.0,100,High
PCL-MP-1330,Raisen,Agricultural,24.08,5,36.06,64.79,79.7,1,0,0,0,1,7.3,18.9,59,Medium
PCL-MP-1331,Jabalpur,Private Commercial,56.43,4,92.14,161.04,74.8,1,0,0,0,0,23.7,15.4,48,Medium
PCL-MP-1332,Ujjain,Private Commercial,35.65,4,32.82,41.71,27.1,1,0,0,0,1,34.0,11.5,36,Low
PCL-MP-1333,Ujjain,Forest/Eco-sensitive,55.37,1,81.86,130.67,59.6,0,0,1,1,0,30.9,13.1,41,Medium
PCL-MP-1334,Dewas,Agricultural,67.78,2,57.8,100.19,73.3,1,0,0,0,1,36.2,15.4,48,Medium
PCL-MP-1335,Jabalpur,Agricultural,43.92,2,39.23,91.66,133.6,0,1,0,0,1,30.3,17.0,53,Medium
PCL-MP-1336,Ujjain,Agricultural,58.42,2,42.47,91.38,115.2,0,0,0,0,1,36.8,13.8,43,Medium
PCL-MP-1337,Bhopal,Private Commercial,28.53,1,31.23,37.73,20.8,0,1,0,0,0,41.0,8.0,25,Low
PCL-MP-1338,Raisen,Agricultural,53.75,7,51.89,78.6,51.5,2,0,0,0,1,33.7,30.7,96,High
PCL-MP-1339,Dewas,Government Wasteland,9.47,3,76.56,103.98,35.8,0,0,0,0,0,37.1,5.1,16,Low
PCL-MP-1340,Bhopal,Private Commercial,45.58,2,88.47,186.26,110.5,0,0,0,0,1,13.8,14.4,45,Medium
PCL-MP-1341,Ujjain,Forest/Eco-sensitive,32.03,1,72.05,126.44,75.5,2,0,1,1,0,14.1,25.9,81,High
PCL-MP-1342,Jabalpur,Forest/Eco-sensitive,61.84,2,60.08,113.35,88.7,0,1,1,1,0,9.1,24.0,75,High
PCL-MP-1343,Ujjain,Agricultural,63.96,8,79.8,84.27,5.6,0,0,0,0,1,26.3,13.1,41,Medium
PCL-MP-1344,Dewas,Agricultural,57.22,4,33.5,61.92,84.8,0,0,0,0,1,27.9,13.8,43,Medium
PCL-MP-1345,Sehore,Private Commercial,68.75,4,39.33,55.23,40.4,0,0,0,0,1,12.8,12.5,39,Medium
PCL-MP-1346,Dewas,Agricultural,62.44,8,64.34,94.59,47.0,1,1,0,0,1,38.0,27.8,87,High
PCL-MP-1347,Sehore,Agricultural,62.48,2,86.83,194.81,124.4,0,0,0,0,0,26.3,8.3,26,Low
PCL-MP-1348,Ujjain,Private Commercial,77.08,3,71.19,170.72,139.8,1,0,0,0,1,34.9,20.2,63,Medium
PCL-MP-1349,Raisen,Private Commercial,8.15,3,67.68,129.33,91.1,0,0,0,0,0,27.8,9.0,28,Low
PCL-MP-1350,Indore,Forest/Eco-sensitive,12.36,2,40.23,93.56,132.6,0,0,0,1,0,22.0,12.2,38,Medium
PCL-MP-1351,Raisen,Agricultural,22.84,4,28.64,35.79,25.0,0,0,0,0,1,20.7,9.6,30,Low
PCL-MP-1352,Bhopal,Agricultural,55.3,2,84.82,144.7,70.6,0,0,0,0,1,24.7,9.6,30,Low
PCL-MP-1353,Dewas,Private Commercial,76.4,1,68.92,103.08,49.6,0,0,0,0,1,39.1,9.3,29,Low
PCL-MP-1354,Raisen,Forest/Eco-sensitive,75.47,1,67.66,77.91,15.1,2,0,1,1,1,16.6,26.9,84,High
PCL-MP-1355,Indore,Agricultural,28.4,2,65.93,108.41,64.4,2,0,0,0,1,2.4,22.4,70,High
PCL-MP-1356,Sehore,Private Commercial,11.88,1,100.72,117.13,16.3,1,0,0,0,0,18.5,9.0,28,Low
PCL-MP-1357,Jabalpur,Forest/Eco-sensitive,69.9,1,43.41,79.42,83.0,0,0,1,1,1,6.9,20.2,63,Medium
PCL-MP-1358,Sehore,Tribal Schedule V,15.87,13,68.42,81.64,19.3,0,0,1,0,1,17.3,22.4,70,High
PCL-MP-1359,Sehore,Tribal Schedule V,43.12,9,95.25,174.12,82.8,1,0,0,0,1,34.0,27.2,85,High
PCL-MP-1360,Bhopal,Private Commercial,11.51,1,101.24,209.93,107.4,0,0,0,0,0,17.0,9.3,29,Low
PCL-MP-1361,Indore,Government Wasteland,41.24,4,54.79,115.97,111.7,0,0,0,0,1,19.4,14.7,46,Medium
PCL-MP-1362,Dewas,Private Commercial,20.15,1,49.08,109.02,122.1,2,0,0,0,0,26.2,21.8,68,High
PCL-MP-1363,Jabalpur,Agricultural,68.46,7,55.79,65.52,17.4,0,0,0,0,0,19.3,6.7,21,Low
PCL-MP-1364,Dewas,Private Commercial,84.31,4,89.17,138.14,54.9,0,0,0,0,1,25.2,10.9,34,Low
PCL-MP-1365,Dewas,Forest/Eco-sensitive,34.14,2,97.67,186.16,90.6,0,0,0,1,1,10.0,17.0,53,Medium
PCL-MP-1366,Raisen,Forest/Eco-sensitive,68.17,1,38.66,90.8,134.9,2,1,0,1,1,3.4,32.0,100,High
PCL-MP-1367,Bhopal,Forest/Eco-sensitive,79.14,4,77.19,131.64,70.5,0,0,0,1,0,29.0,12.2,38,Medium
PCL-MP-1368,Raisen,Agricultural,72.37,5,41.55,86.7,108.7,1,0,0,0,1,16.5,20.5,64,Medium
PCL-MP-1369,Bhopal,Government Wasteland,66.38,3,81.92,125.99,53.8,2,0,0,0,0,25.0,17.9,56,Medium
PCL-MP-1370,Jabalpur,Tribal Schedule V,77.82,8,54.54,116.31,113.3,1,0,1,0,1,8.3,29.8,93,High
PCL-MP-1371,Sehore,Agricultural,80.52,5,99.47,211.78,112.9,1,0,0,0,1,34.8,22.4,70,High
PCL-MP-1372,Ujjain,Agricultural,66.04,8,101.2,222.63,120.0,1,0,0,0,0,10.3,21.8,68,High
PCL-MP-1373,Raisen,Government Wasteland,44.14,1,84.57,112.64,33.2,0,0,0,0,0,15.7,0.0,0,Low
PCL-MP-1374,Sehore,Government Wasteland,40.77,3,43.58,77.65,78.2,1,0,0,0,1,33.3,17.0,53,Medium
PCL-MP-1375,Dewas,Agricultural,17.63,4,96.09,140.89,46.6,0,1,0,0,1,43.0,16.6,52,Medium
PCL-MP-1376,Raisen,Private Commercial,65.08,1,97.08,144.48,48.8,0,0,0,0,0,26.1,4.5,14,Low
PCL-MP-1377,Ujjain,Tribal Schedule V,24.18,6,88.76,100.83,13.6,0,0,0,0,1,16.0,9.6,30,Low
PCL-MP-1378,Ujjain,Forest/Eco-sensitive,15.27,1,84.35,136.4,61.7,0,1,1,1,1,15.0,21.4,67,High
PCL-MP-1379,Sehore,Agricultural,23.26,6,56.1,93.87,67.3,1,0,0,0,0,12.9,16.3,51,Medium
PCL-MP-1380,Indore,Private Commercial,83.25,2,94.21,187.97,99.5,0,0,0,0,0,9.2,9.6,30,Low
PCL-MP-1381,Raisen,Tribal Schedule V,15.42,10,36.43,81.79,124.5,1,0,1,0,1,38.7,31.7,99,High
PCL-MP-1382,Bhopal,Agricultural,58.85,1,43.31,57.11,31.9,0,1,0,0,0,12.1,6.1,19,Low
PCL-MP-1383,Ujjain,Agricultural,2.18,2,54.84,106.14,93.5,0,0,0,0,0,29.4,9.9,31,Low
PCL-MP-1384,Sehore,Agricultural,66.44,6,52.63,88.95,69.0,0,0,0,0,1,27.8,10.2,32,Low
PCL-MP-1385,Ujjain,Agricultural,68.75,6,60.85,111.83,83.8,1,1,0,0,1,14.4,29.1,91,High
PCL-MP-1386,Jabalpur,Agricultural,23.1,7,48.06,76.66,59.5,0,0,0,0,1,43.5,13.8,43,Medium
PCL-MP-1387,Bhopal,Agricultural,20.33,5,104.94,206.31,96.6,2,1,0,0,1,39.6,32.0,100,High
PCL-MP-1388,Sehore,Agricultural,65.64,2,33.83,62.46,84.6,1,0,0,0,1,33.3,18.6,58,Medium
PCL-MP-1389,Sehore,Tribal Schedule V,2.91,13,55.33,125.99,127.7,0,0,0,0,0,24.9,21.4,67,High
PCL-MP-1390,Indore,Government Wasteland,59.45,2,75.22,121.25,61.2,0,0,0,0,1,29.0,6.1,19,Low
PCL-MP-1391,Raisen,Private Commercial,68.5,4,51.17,79.2,54.8,2,0,0,0,0,6.6,21.4,67,High
PCL-MP-1392,Dewas,Private Commercial,1.2,4,105.49,173.19,64.2,1,0,0,0,0,10.8,16.0,50,Medium
PCL-MP-1393,Raisen,Tribal Schedule V,37.44,6,38.88,78.49,101.9,1,0,1,0,1,34.5,29.4,92,High
PCL-MP-1394,Sehore,Tribal Schedule V,58.35,7,80.12,137.91,72.1,2,1,1,0,1,20.8,32.0,100,High
PCL-MP-1395,Raisen,Agricultural,2.14,1,107.43,105.51,-1.8,0,0,0,0,0,6.1,0.6,2,Low
PCL-MP-1396,Raisen,Forest/Eco-sensitive,20.17,2,26.25,33.2,26.5,0,0,1,1,1,31.5,16.6,52,Medium
PCL-MP-1397,Ujjain,Government Wasteland,5.24,4,31.07,50.7,63.2,1,0,0,0,0,37.4,15.0,47,Medium
PCL-MP-1398,Bhopal,Government Wasteland,60.89,4,90.55,144.18,59.2,0,1,0,0,1,34.8,12.2,38,Medium
PCL-MP-1399,Raisen,Agricultural,81.72,6,38.48,77.19,100.6,0,0,0,0,1,21.9,16.0,50,Medium
PCL-MP-1400,Dewas,Agricultural,75.5,4,107.73,139.2,29.2,0,1,0,0,0,26.5,9.6,30,Low
PCL-MP-1401,Bhopal,Private Commercial,58.87,2,56.57,61.08,8.0,2,0,0,0,0,44.9,15.7,49,Medium
PCL-MP-1402,Jabalpur,Agricultural,30.54,3,84.61,177.48,109.8,2,0,0,0,0,34.2,24.3,76,High
PCL-MP-1403,Indore,Agricultural,32.42,3,46.31,46.65,0.7,0,0,0,0,1,22.3,4.2,13,Low
PCL-MP-1404,Sehore,Agricultural,29.88,8,48.4,104.32,115.5,0,0,0,0,1,7.4,18.6,58,Medium
PCL-MP-1405,Dewas,Private Commercial,66.07,4,87.36,194.83,123.0,0,0,0,0,1,14.8,15.0,47,Medium
PCL-MP-1406,Bhopal,Forest/Eco-sensitive,46.04,4,41.14,79.84,94.1,0,1,1,1,1,14.8,30.1,94,High
PCL-MP-1407,Bhopal,Tribal Schedule V,11.47,3,42.18,69.76,65.4,1,0,0,0,1,31.7,17.9,56,Medium
PCL-MP-1408,Dewas,Agricultural,19.15,2,26.11,59.67,128.5,0,0,0,0,0,21.3,8.0,25,Low
PCL-MP-1409,Jabalpur,Government Wasteland,35.65,3,92.51,95.7,3.4,0,0,0,0,0,37.6,1.3,4,Low
PCL-MP-1410,Bhopal,Government Wasteland,81.67,1,33.6,43.18,28.5,0,0,0,0,1,25.9,7.0,22,Low
PCL-MP-1411,Sehore,Agricultural,9.42,6,82.33,162.08,96.9,2,0,0,0,0,25.0,26.9,84,High
PCL-MP-1412,Sehore,Agricultural,13.87,8,104.35,235.69,125.9,1,0,0,0,0,18.8,20.8,65,High
PCL-MP-1413,Dewas,Private Commercial,48.09,2,56.88,99.42,74.8,0,0,0,0,1,43.2,7.0,22,Low
PCL-MP-1414,Bhopal,Forest/Eco-sensitive,83.56,1,69.0,164.94,139.0,1,0,0,1,1,37.1,21.4,67,High
PCL-MP-1415,Sehore,Private Commercial,48.72,2,33.01,53.39,61.7,1,0,0,0,1,11.9,15.0,47,Medium
PCL-MP-1416,Dewas,Agricultural,34.28,4,87.41,174.75,99.9,0,1,0,0,0,31.2,13.4,42,Medium
PCL-MP-1417,Sehore,Private Commercial,3.66,4,31.67,32.65,3.1,0,0,0,0,0,36.9,1.9,6,Low
PCL-MP-1418,Raisen,Government Wasteland,10.69,2,88.55,193.19,118.2,0,0,0,0,0,28.6,10.2,32,Low
PCL-MP-1419,Dewas,Private Commercial,13.14,2,38.02,73.26,92.7,0,0,0,0,0,34.0,9.3,29,Low
PCL-MP-1420,Sehore,Private Commercial,19.27,3,91.84,106.96,16.5,0,0,0,0,0,24.9,2.2,7,Low
PCL-MP-1421,Raisen,Forest/Eco-sensitive,11.52,2,65.88,81.51,23.7,0,0,1,1,0,44.9,14.4,45,Medium
PCL-MP-1422,Sehore,Agricultural,6.55,7,52.49,120.2,129.0,1,0,0,0,0,16.0,20.8,65,High
PCL-MP-1423,Bhopal,Forest/Eco-sensitive,14.8,3,77.38,184.61,138.6,2,1,0,1,0,9.4,32.0,100,High
PCL-MP-1424,Dewas,Agricultural,62.06,2,34.55,35.55,2.9,0,0,0,0,0,37.0,3.2,10,Low
PCL-MP-1425,Bhopal,Agricultural,40.32,6,42.77,74.0,73.0,1,0,0,0,1,33.0,20.5,64,Medium
PCL-MP-1426,Indore,Forest/Eco-sensitive,56.97,4,74.56,142.57,91.2,2,0,0,1,1,2.9,32.0,100,High
PCL-MP-1427,Raisen,Forest/Eco-sensitive,56.52,3,98.46,96.26,-2.2,0,0,1,1,1,44.0,15.0,47,Medium
PCL-MP-1428,Bhopal,Tribal Schedule V,41.45,12,70.18,85.64,22.0,0,0,0,0,1,11.5,16.6,52,Medium
